id,name,calories,ingredients,cuisine,dietType,cookingTime,protein,fat,carbs,fiber,rating,instructions
4622,"Chef's Special Hyderabadi Biryani #4622",825,"Cream, Paneer, Turmeric, Potato, Flour","Indian","Non-Veg",31,17,30,40,13,4.7,"1. Start by prepping the Cream and Paneer. 2. Heat a large pan with some oil and sauté the Turmeric. 3. Add the Potato and cook until tender. 4. Mix in the remaining ingredients and simmer for 15 minutes. 5. Garnish with fresh herbs and serve warm."
4623,"Quick Kadai Chicken #4623",500,"Egg, Cheese, Chili, Sugar, Coconut Milk, Carrot, Tomato","Indian","Non-Veg",64,25,13,88,13,4.3,"1. Start by prepping the Egg and Cheese. 2. Heat a large pan with some oil and sauté the Chili. 3. Add the Sugar and cook until tender. 4. Mix in the remaining ingredients and simmer for 32 minutes. 5. Garnish with fresh herbs and serve warm."
4624,"Chef's Special Baingan Bharta #4624",554,"Milk, Shrimp, Potato, Turmeric, Sugar, Paneer","Indian","Non-Veg",24,22,34,71,3,4.3,"1. Start by prepping the Milk and Shrimp. 2. Heat a large pan with some oil and sauté the Potato. 3. Add the Turmeric and cook until tender. 4. Mix in the remaining ingredients and simmer for 12 minutes. 5. Garnish with fresh herbs and serve warm."
4625,"Gourmet Paneer Butter Masala #4625",878,"Beef, Shrimp, Chili, Sugar, Carrot","Indian","Veg",49,10,8,42,12,4.6,"1. Start by prepping the Beef and Shrimp. 2. Heat a large pan with some oil and sauté the Chili. 3. Add the Sugar and cook until tender. 4. Mix in the remaining ingredients and simmer for 24 minutes. 5. Garnish with fresh herbs and serve warm."
4626,"Homemade Prawn Balchao #4626",375,"Milk, Olive Oil, Bell Pepper, Yogurt, Lentils, Beef, Ginger","Indian","Veg",32,11,8,67,4,4.3,"1. Start by prepping the Milk and Olive Oil. 2. Heat a large pan with some oil and sauté the Bell Pepper. 3. Add the Yogurt and cook until tender. 4. Mix in the remaining ingredients and simmer for 16 minutes. 5. Garnish with fresh herbs and serve warm."
4627,"Modern Twist Dhokla #4627",345,"Chicken, Milk, Olive Oil, Beans, Rice","Indian","Veg",65,24,29,73,4,3.8,"1. Start by prepping the Chicken and Milk. 2. Heat a large pan with some oil and sauté the Olive Oil. 3. Add the Beans and cook until tender. 4. Mix in the remaining ingredients and simmer for 32 minutes. 5. Garnish with fresh herbs and serve warm."
4628,"Quick Biryani #4628",140,"Spinach, Coriander, Thyme, Shrimp, Lemon, Paneer","Indian","Non-Veg",38,37,15,72,11,3.9,"1. Start by prepping the Spinach and Coriander. 2. Heat a large pan with some oil and sauté the Thyme. 3. Add the Shrimp and cook until tender. 4. Mix in the remaining ingredients and simmer for 19 minutes. 5. Garnish with fresh herbs and serve warm."
4629,"Traditional Mutter Paneer #4629",654,"Olive Oil, Lentils, Beans, Pasta, Onion, Rice, Milk, Carrot","Indian","Veg",17,23,14,68,4,3.8,"1. Start by prepping the Olive Oil and Lentils. 2. Heat a large pan with some oil and sauté the Beans. 3. Add the Pasta and cook until tender. 4. Mix in the remaining ingredients and simmer for 8 minutes. 5. Garnish with fresh herbs and serve warm."
4630,"Homemade Masala Dosa #4630",439,"Paneer, Coriander, Oregano, Basil, Beans, Honey, Egg, Shrimp","Indian","Non-Veg",43,40,20,38,3,3.9,"1. Start by prepping the Paneer and Coriander. 2. Heat a large pan with some oil and sauté the Oregano. 3. Add the Basil and cook until tender. 4. Mix in the remaining ingredients and simmer for 21 minutes. 5. Garnish with fresh herbs and serve warm."
4631,"Modern Twist Samosa Chat #4631",213,"Tomato, Lentils, Garlic, Spinach, Cumin, Chicken, Thyme, Pork","Indian","Non-Veg",68,25,20,23,8,5.0,"1. Start by prepping the Tomato and Lentils. 2. Heat a large pan with some oil and sauté the Garlic. 3. Add the Spinach and cook until tender. 4. Mix in the remaining ingredients and simmer for 34 minutes. 5. Garnish with fresh herbs and serve warm."
4632,"Healthy Rogan Josh #4632",219,"Shrimp, Coconut Milk, Oregano, Soy Sauce","Indian","Non-Veg",60,46,13,57,3,4.3,"1. Start by prepping the Shrimp and Coconut Milk. 2. Heat a large pan with some oil and sauté the Oregano. 3. Add the Soy Sauce and cook until tender. 4. Mix in the remaining ingredients and simmer for 30 minutes. 5. Garnish with fresh herbs and serve warm."
4633,"Traditional Aloo Gobi #4633",676,"Garam Masala, Olive Oil, Tomato, Oregano","Indian","Non-Veg",67,34,18,79,12,4.7,"1. Start by prepping the Garam Masala and Olive Oil. 2. Heat a large pan with some oil and sauté the Tomato. 3. Add the Oregano and cook until tender. 4. Mix in the remaining ingredients and simmer for 33 minutes. 5. Garnish with fresh herbs and serve warm."
4634,"Modern Twist Masala Dosa #4634",117,"Basil, Lemon, Beans, Flour","Indian","Non-Veg",33,21,23,67,10,4.0,"1. Start by prepping the Basil and Lemon. 2. Heat a large pan with some oil and sauté the Beans. 3. Add the Flour and cook until tender. 4. Mix in the remaining ingredients and simmer for 16 minutes. 5. Garnish with fresh herbs and serve warm."
4635,"Homemade Prawn Balchao #4635",221,"Milk, Olive Oil, Cheese, Yogurt, Chicken, Tomato, Thyme","Indian","Non-Veg",34,17,28,60,9,4.9,"1. Start by prepping the Milk and Olive Oil. 2. Heat a large pan with some oil and sauté the Cheese. 3. Add the Yogurt and cook until tender. 4. Mix in the remaining ingredients and simmer for 17 minutes. 5. Garnish with fresh herbs and serve warm."
4636,"Spicy Butter Chicken #4636",428,"Mushroom, Honey, Butter, Lamb, Ginger","Indian","Veg",45,14,8,20,9,4.5,"1. Start by prepping the Mushroom and Honey. 2. Heat a large pan with some oil and sauté the Butter. 3. Add the Lamb and cook until tender. 4. Mix in the remaining ingredients and simmer for 22 minutes. 5. Garnish with fresh herbs and serve warm."
4637,"Gourmet Paneer Butter Masala #4637",846,"Rice, Garlic, Soy Sauce, Pasta, Honey, Beans","Indian","Veg",67,11,14,46,13,3.7,"1. Start by prepping the Rice and Garlic. 2. Heat a large pan with some oil and sauté the Soy Sauce. 3. Add the Pasta and cook until tender. 4. Mix in the remaining ingredients and simmer for 33 minutes. 5. Garnish with fresh herbs and serve warm."
4638,"Chef's Special Aloo Gobi #4638",442,"Beans, Coconut Milk, Shrimp, Pasta, Yogurt","Indian","Non-Veg",35,44,39,63,5,3.8,"1. Start by prepping the Beans and Coconut Milk. 2. Heat a large pan with some oil and sauté the Shrimp. 3. Add the Pasta and cook until tender. 4. Mix in the remaining ingredients and simmer for 17 minutes. 5. Garnish with fresh herbs and serve warm."
4639,"Classic Aloo Gobi #4639",316,"Carrot, Bell Pepper, Coriander, Milk, Garlic","Indian","Non-Veg",50,34,17,68,7,4.3,"1. Start by prepping the Carrot and Bell Pepper. 2. Heat a large pan with some oil and sauté the Coriander. 3. Add the Milk and cook until tender. 4. Mix in the remaining ingredients and simmer for 25 minutes. 5. Garnish with fresh herbs and serve warm."
4640,"Chef's Special Hyderabadi Biryani #4640",465,"Cream, Beans, Chicken, Yogurt, Garlic","Indian","Non-Veg",66,26,25,28,13,4.8,"1. Start by prepping the Cream and Beans. 2. Heat a large pan with some oil and sauté the Chicken. 3. Add the Yogurt and cook until tender. 4. Mix in the remaining ingredients and simmer for 33 minutes. 5. Garnish with fresh herbs and serve warm."
4641,"Traditional Fish Curry #4641",713,"Basil, Lamb, Olive Oil, Pork, Egg, Thyme, Beans, Coriander","Indian","Veg",41,22,30,45,2,4.7,"1. Start by prepping the Basil and Lamb. 2. Heat a large pan with some oil and sauté the Olive Oil. 3. Add the Pork and cook until tender. 4. Mix in the remaining ingredients and simmer for 20 minutes. 5. Garnish with fresh herbs and serve warm."
4642,"Classic Pav Bhaji #4642",846,"Cheese, Garam Masala, Rice, Honey, Ginger, Pork, Turmeric","Indian","Veg",49,8,32,50,5,4.7,"1. Start by prepping the Cheese and Garam Masala. 2. Heat a large pan with some oil and sauté the Rice. 3. Add the Honey and cook until tender. 4. Mix in the remaining ingredients and simmer for 24 minutes. 5. Garnish with fresh herbs and serve warm."
4643,"Gourmet Fish Curry #4643",523,"Tomato, Coconut Milk, Mushroom, Flour","Indian","Non-Veg",50,18,34,54,11,4.4,"1. Start by prepping the Tomato and Coconut Milk. 2. Heat a large pan with some oil and sauté the Mushroom. 3. Add the Flour and cook until tender. 4. Mix in the remaining ingredients and simmer for 25 minutes. 5. Garnish with fresh herbs and serve warm."
4644,"Spicy Chicken Tikka Masala #4644",345,"Basil, Paneer, Yogurt, Pasta, Chicken, Milk, Coriander, Olive Oil","Indian","Non-Veg",56,28,26,66,9,4.9,"1. Start by prepping the Basil and Paneer. 2. Heat a large pan with some oil and sauté the Yogurt. 3. Add the Pasta and cook until tender. 4. Mix in the remaining ingredients and simmer for 28 minutes. 5. Garnish with fresh herbs and serve warm."
4645,"Modern Twist Chettinad Chicken #4645",805,"Thyme, Sugar, Shrimp, Beans, Mushroom, Ginger","Indian","Non-Veg",67,29,39,26,11,4.4,"1. Start by prepping the Thyme and Sugar. 2. Heat a large pan with some oil and sauté the Shrimp. 3. Add the Beans and cook until tender. 4. Mix in the remaining ingredients and simmer for 33 minutes. 5. Garnish with fresh herbs and serve warm."
4646,"Homemade Chettinad Chicken #4646",197,"Honey, Soy Sauce, Shrimp, Lamb, Mushroom, Butter, Yogurt","Indian","Non-Veg",63,28,6,73,8,4.6,"1. Start by prepping the Honey and Soy Sauce. 2. Heat a large pan with some oil and sauté the Shrimp. 3. Add the Lamb and cook until tender. 4. Mix in the remaining ingredients and simmer for 31 minutes. 5. Garnish with fresh herbs and serve warm."
4647,"Spicy Samosa Chat #4647",276,"Mushroom, Cheese, Pork, Yogurt","Indian","Veg",71,23,7,34,10,3.6,"1. Start by prepping the Mushroom and Cheese. 2. Heat a large pan with some oil and sauté the Pork. 3. Add the Yogurt and cook until tender. 4. Mix in the remaining ingredients and simmer for 35 minutes. 5. Garnish with fresh herbs and serve warm."
4648,"Traditional Mutter Paneer #4648",540,"Butter, Ginger, Cumin, Spinach, Lemon","Indian","Non-Veg",44,32,13,27,2,4.7,"1. Start by prepping the Butter and Ginger. 2. Heat a large pan with some oil and sauté the Cumin. 3. Add the Spinach and cook until tender. 4. Mix in the remaining ingredients and simmer for 22 minutes. 5. Garnish with fresh herbs and serve warm."
4649,"Modern Twist Aloo Gobi #4649",637,"Ginger, Flour, Bell Pepper, Onion, Carrot","Indian","Non-Veg",50,31,33,27,11,4.2,"1. Start by prepping the Ginger and Flour. 2. Heat a large pan with some oil and sauté the Bell Pepper. 3. Add the Onion and cook until tender. 4. Mix in the remaining ingredients and simmer for 25 minutes. 5. Garnish with fresh herbs and serve warm."
4650,"Healthy Palak Paneer #4650",877,"Carrot, Lemon, Pasta, Coriander","Indian","Non-Veg",68,31,28,23,9,3.8,"1. Start by prepping the Carrot and Lemon. 2. Heat a large pan with some oil and sauté the Pasta. 3. Add the Coriander and cook until tender. 4. Mix in the remaining ingredients and simmer for 34 minutes. 5. Garnish with fresh herbs and serve warm."
4651,"Quick Butter Chicken #4651",363,"Tomato, Chicken, Cream, Paneer","Indian","Veg",26,18,10,49,7,4.7,"1. Start by prepping the Tomato and Chicken. 2. Heat a large pan with some oil and sauté the Cream. 3. Add the Paneer and cook until tender. 4. Mix in the remaining ingredients and simmer for 13 minutes. 5. Garnish with fresh herbs and serve warm."
4652,"Modern Twist Chicken Tikka Masala #4652",824,"Turmeric, Beef, Mushroom, Potato, Cheese, Coriander","Indian","Veg",56,15,9,22,9,4.2,"1. Start by prepping the Turmeric and Beef. 2. Heat a large pan with some oil and sauté the Mushroom. 3. Add the Potato and cook until tender. 4. Mix in the remaining ingredients and simmer for 28 minutes. 5. Garnish with fresh herbs and serve warm."
4653,"Healthy Tandoori Chicken #4653",647,"Carrot, Milk, Ginger, Egg, Garlic, Beans","Indian","Veg",26,17,19,39,7,3.6,"1. Start by prepping the Carrot and Milk. 2. Heat a large pan with some oil and sauté the Ginger. 3. Add the Egg and cook until tender. 4. Mix in the remaining ingredients and simmer for 13 minutes. 5. Garnish with fresh herbs and serve warm."
4654,"Spicy Mutter Paneer #4654",798,"Chili, Paneer, Cream, Pasta, Lemon, Bell Pepper, Chicken","Indian","Non-Veg",70,25,5,58,12,3.8,"1. Start by prepping the Chili and Paneer. 2. Heat a large pan with some oil and sauté the Cream. 3. Add the Pasta and cook until tender. 4. Mix in the remaining ingredients and simmer for 35 minutes. 5. Garnish with fresh herbs and serve warm."
4655,"Traditional Pav Bhaji #4655",388,"Mushroom, Milk, Coriander, Lamb, Potato, Butter, Lentils, Carrot","Indian","Non-Veg",70,43,24,26,4,4.4,"1. Start by prepping the Mushroom and Milk. 2. Heat a large pan with some oil and sauté the Coriander. 3. Add the Lamb and cook until tender. 4. Mix in the remaining ingredients and simmer for 35 minutes. 5. Garnish with fresh herbs and serve warm."
4656,"Healthy Vada Pav #4656",139,"Chicken, Pasta, Pork, Cumin, Sugar, Chili","Indian","Non-Veg",54,39,5,59,10,3.6,"1. Start by prepping the Chicken and Pasta. 2. Heat a large pan with some oil and sauté the Pork. 3. Add the Cumin and cook until tender. 4. Mix in the remaining ingredients and simmer for 27 minutes. 5. Garnish with fresh herbs and serve warm."
4657,"Gourmet Dal Makhani #4657",385,"Turmeric, Pasta, Cumin, Butter","Indian","Non-Veg",45,46,11,27,5,3.7,"1. Start by prepping the Turmeric and Pasta. 2. Heat a large pan with some oil and sauté the Cumin. 3. Add the Butter and cook until tender. 4. Mix in the remaining ingredients and simmer for 22 minutes. 5. Garnish with fresh herbs and serve warm."
4658,"Classic Pav Bhaji #4658",787,"Mushroom, Bell Pepper, Ginger, Cream","Indian","Non-Veg",40,21,33,61,12,3.7,"1. Start by prepping the Mushroom and Bell Pepper. 2. Heat a large pan with some oil and sauté the Ginger. 3. Add the Cream and cook until tender. 4. Mix in the remaining ingredients and simmer for 20 minutes. 5. Garnish with fresh herbs and serve warm."
4659,"Chef's Special Chana Masala #4659",669,"Soy Sauce, Olive Oil, Ginger, Yogurt, Rice, Lemon","Indian","Non-Veg",46,45,16,39,5,5.0,"1. Start by prepping the Soy Sauce and Olive Oil. 2. Heat a large pan with some oil and sauté the Ginger. 3. Add the Yogurt and cook until tender. 4. Mix in the remaining ingredients and simmer for 23 minutes. 5. Garnish with fresh herbs and serve warm."
4660,"Rustic Chicken Tikka Masala #4660",208,"Garam Masala, Paneer, Shrimp, Spinach, Mushroom, Beef, Turmeric","Indian","Veg",57,23,26,23,12,4.5,"1. Start by prepping the Garam Masala and Paneer. 2. Heat a large pan with some oil and sauté the Shrimp. 3. Add the Spinach and cook until tender. 4. Mix in the remaining ingredients and simmer for 28 minutes. 5. Garnish with fresh herbs and serve warm."
4661,"Rustic Malai Kofta #4661",166,"Oregano, Milk, Garlic, Chicken, Tomato","Indian","Non-Veg",35,17,11,79,9,4.0,"1. Start by prepping the Oregano and Milk. 2. Heat a large pan with some oil and sauté the Garlic. 3. Add the Chicken and cook until tender. 4. Mix in the remaining ingredients and simmer for 17 minutes. 5. Garnish with fresh herbs and serve warm."
4662,"Spicy Vada Pav #4662",444,"Oregano, Honey, Tomato, Milk, Beef","Indian","Veg",34,16,13,86,8,5.0,"1. Start by prepping the Oregano and Honey. 2. Heat a large pan with some oil and sauté the Tomato. 3. Add the Milk and cook until tender. 4. Mix in the remaining ingredients and simmer for 17 minutes. 5. Garnish with fresh herbs and serve warm."
4663,"Traditional Kadai Chicken #4663",279,"Milk, Shrimp, Cumin, Carrot, Oregano, Coriander","Indian","Veg",36,11,11,61,11,4.7,"1. Start by prepping the Milk and Shrimp. 2. Heat a large pan with some oil and sauté the Cumin. 3. Add the Carrot and cook until tender. 4. Mix in the remaining ingredients and simmer for 18 minutes. 5. Garnish with fresh herbs and serve warm."
4664,"Homemade Prawn Balchao #4664",148,"Mushroom, Coconut Milk, Turmeric, Bell Pepper","Indian","Non-Veg",21,45,10,34,10,3.6,"1. Start by prepping the Mushroom and Coconut Milk. 2. Heat a large pan with some oil and sauté the Turmeric. 3. Add the Bell Pepper and cook until tender. 4. Mix in the remaining ingredients and simmer for 10 minutes. 5. Garnish with fresh herbs and serve warm."
4665,"Rustic Butter Chicken #4665",322,"Spinach, Cheese, Bell Pepper, Cream, Yogurt, Oregano, Ginger","Indian","Non-Veg",50,26,14,81,3,3.6,"1. Start by prepping the Spinach and Cheese. 2. Heat a large pan with some oil and sauté the Bell Pepper. 3. Add the Cream and cook until tender. 4. Mix in the remaining ingredients and simmer for 25 minutes. 5. Garnish with fresh herbs and serve warm."
4666,"Gourmet Palak Paneer #4666",820,"Oregano, Flour, Butter, Carrot","Indian","Veg",54,10,15,55,12,4.0,"1. Start by prepping the Oregano and Flour. 2. Heat a large pan with some oil and sauté the Butter. 3. Add the Carrot and cook until tender. 4. Mix in the remaining ingredients and simmer for 27 minutes. 5. Garnish with fresh herbs and serve warm."
4667,"Spicy Biryani #4667",554,"Rice, Lamb, Lemon, Onion, Honey","Indian","Veg",18,5,15,64,11,4.0,"1. Start by prepping the Rice and Lamb. 2. Heat a large pan with some oil and sauté the Lemon. 3. Add the Onion and cook until tender. 4. Mix in the remaining ingredients and simmer for 9 minutes. 5. Garnish with fresh herbs and serve warm."
4668,"Gourmet Malai Kofta #4668",660,"Yogurt, Ginger, Lamb, Mushroom, Pasta, Spinach, Garam Masala","Indian","Non-Veg",20,30,20,37,9,4.1,"1. Start by prepping the Yogurt and Ginger. 2. Heat a large pan with some oil and sauté the Lamb. 3. Add the Mushroom and cook until tender. 4. Mix in the remaining ingredients and simmer for 10 minutes. 5. Garnish with fresh herbs and serve warm."
4669,"Gourmet Fish Curry #4669",159,"Pasta, Onion, Tomato, Beans, Mushroom","Indian","Veg",15,17,30,80,6,4.6,"1. Start by prepping the Pasta and Onion. 2. Heat a large pan with some oil and sauté the Tomato. 3. Add the Beans and cook until tender. 4. Mix in the remaining ingredients and simmer for 7 minutes. 5. Garnish with fresh herbs and serve warm."
4670,"Rustic Biryani #4670",193,"Butter, Oregano, Mushroom, Lamb, Garam Masala","Indian","Veg",65,8,16,85,4,4.8,"1. Start by prepping the Butter and Oregano. 2. Heat a large pan with some oil and sauté the Mushroom. 3. Add the Lamb and cook until tender. 4. Mix in the remaining ingredients and simmer for 32 minutes. 5. Garnish with fresh herbs and serve warm."
4671,"Healthy Rogan Josh #4671",215,"Mushroom, Garam Masala, Pasta, Lemon, Carrot, Oregano, Cheese","Indian","Veg",70,10,33,69,2,4.4,"1. Start by prepping the Mushroom and Garam Masala. 2. Heat a large pan with some oil and sauté the Pasta. 3. Add the Lemon and cook until tender. 4. Mix in the remaining ingredients and simmer for 35 minutes. 5. Garnish with fresh herbs and serve warm."
4672,"Homemade Rogan Josh #4672",248,"Carrot, Chili, Mushroom, Cumin","Indian","Veg",45,22,14,46,3,3.8,"1. Start by prepping the Carrot and Chili. 2. Heat a large pan with some oil and sauté the Mushroom. 3. Add the Cumin and cook until tender. 4. Mix in the remaining ingredients and simmer for 22 minutes. 5. Garnish with fresh herbs and serve warm."
4673,"Chef's Special Chana Masala #4673",674,"Yogurt, Olive Oil, Coriander, Milk, Paneer, Carrot, Egg","Indian","Non-Veg",62,36,38,85,10,4.0,"1. Start by prepping the Yogurt and Olive Oil. 2. Heat a large pan with some oil and sauté the Coriander. 3. Add the Milk and cook until tender. 4. Mix in the remaining ingredients and simmer for 31 minutes. 5. Garnish with fresh herbs and serve warm."
4674,"Classic Malai Kofta #4674",100,"Mushroom, Lemon, Lentils, Coriander, Chicken, Cumin, Beans, Ginger","Indian","Veg",53,22,29,30,3,4.2,"1. Start by prepping the Mushroom and Lemon. 2. Heat a large pan with some oil and sauté the Lentils. 3. Add the Coriander and cook until tender. 4. Mix in the remaining ingredients and simmer for 26 minutes. 5. Garnish with fresh herbs and serve warm."
4675,"Healthy Dhokla #4675",174,"Ginger, Flour, Spinach, Yogurt","Indian","Non-Veg",72,42,9,57,3,3.6,"1. Start by prepping the Ginger and Flour. 2. Heat a large pan with some oil and sauté the Spinach. 3. Add the Yogurt and cook until tender. 4. Mix in the remaining ingredients and simmer for 36 minutes. 5. Garnish with fresh herbs and serve warm."
4676,"Classic Hyderabadi Biryani #4676",191,"Coriander, Cumin, Rice, Cheese, Onion, Lemon, Paneer, Turmeric","Indian","Veg",39,16,18,41,10,5.0,"1. Start by prepping the Coriander and Cumin. 2. Heat a large pan with some oil and sauté the Rice. 3. Add the Cheese and cook until tender. 4. Mix in the remaining ingredients and simmer for 19 minutes. 5. Garnish with fresh herbs and serve warm."
4677,"Homemade Aloo Gobi #4677",168,"Ginger, Basil, Garlic, Potato, Bell Pepper, Cheese","Indian","Veg",28,11,10,61,13,4.3,"1. Start by prepping the Ginger and Basil. 2. Heat a large pan with some oil and sauté the Garlic. 3. Add the Potato and cook until tender. 4. Mix in the remaining ingredients and simmer for 14 minutes. 5. Garnish with fresh herbs and serve warm."
4678,"Classic Chicken Tikka Masala #4678",123,"Garam Masala, Thyme, Shrimp, Potato, Chicken, Bell Pepper, Mushroom, Turmeric","Indian","Non-Veg",45,41,17,80,11,4.6,"1. Start by prepping the Garam Masala and Thyme. 2. Heat a large pan with some oil and sauté the Shrimp. 3. Add the Potato and cook until tender. 4. Mix in the remaining ingredients and simmer for 22 minutes. 5. Garnish with fresh herbs and serve warm."
4679,"Chef's Special Aloo Gobi #4679",562,"Thyme, Flour, Chili, Tomato, Honey, Beef","Indian","Veg",15,24,9,80,11,3.6,"1. Start by prepping the Thyme and Flour. 2. Heat a large pan with some oil and sauté the Chili. 3. Add the Tomato and cook until tender. 4. Mix in the remaining ingredients and simmer for 7 minutes. 5. Garnish with fresh herbs and serve warm."
4680,"Chef's Special Paneer Butter Masala #4680",201,"Lemon, Turmeric, Cream, Basil, Spinach","Indian","Veg",60,24,17,22,4,4.9,"1. Start by prepping the Lemon and Turmeric. 2. Heat a large pan with some oil and sauté the Cream. 3. Add the Basil and cook until tender. 4. Mix in the remaining ingredients and simmer for 30 minutes. 5. Garnish with fresh herbs and serve warm."
4681,"Quick Chicken Tikka Masala #4681",137,"Soy Sauce, Turmeric, Yogurt, Paneer, Potato, Coconut Milk, Tomato","Indian","Veg",42,8,18,73,10,4.0,"1. Start by prepping the Soy Sauce and Turmeric. 2. Heat a large pan with some oil and sauté the Yogurt. 3. Add the Paneer and cook until tender. 4. Mix in the remaining ingredients and simmer for 21 minutes. 5. Garnish with fresh herbs and serve warm."
4682,"Spicy Chana Masala #4682",269,"Carrot, Garam Masala, Flour, Cream, Soy Sauce, Egg","Indian","Veg",53,18,22,34,6,4.2,"1. Start by prepping the Carrot and Garam Masala. 2. Heat a large pan with some oil and sauté the Flour. 3. Add the Cream and cook until tender. 4. Mix in the remaining ingredients and simmer for 26 minutes. 5. Garnish with fresh herbs and serve warm."
4683,"Gourmet Pani Puri #4683",492,"Tomato, Soy Sauce, Cream, Butter, Bell Pepper, Coconut Milk","Indian","Non-Veg",16,25,27,71,3,3.8,"1. Start by prepping the Tomato and Soy Sauce. 2. Heat a large pan with some oil and sauté the Cream. 3. Add the Butter and cook until tender. 4. Mix in the remaining ingredients and simmer for 8 minutes. 5. Garnish with fresh herbs and serve warm."
4684,"Gourmet Chicken Tikka Masala #4684",201,"Chili, Milk, Onion, Beef, Lemon, Pork","Indian","Non-Veg",44,24,22,46,9,4.5,"1. Start by prepping the Chili and Milk. 2. Heat a large pan with some oil and sauté the Onion. 3. Add the Beef and cook until tender. 4. Mix in the remaining ingredients and simmer for 22 minutes. 5. Garnish with fresh herbs and serve warm."
4685,"Rustic Fish Curry #4685",208,"Cumin, Pasta, Lentils, Milk","Indian","Non-Veg",42,38,20,41,13,4.0,"1. Start by prepping the Cumin and Pasta. 2. Heat a large pan with some oil and sauté the Lentils. 3. Add the Milk and cook until tender. 4. Mix in the remaining ingredients and simmer for 21 minutes. 5. Garnish with fresh herbs and serve warm."
4686,"Healthy Samosa Chat #4686",309,"Pork, Paneer, Mushroom, Carrot, Basil, Beans, Rice, Egg","Indian","Veg",40,6,29,22,11,4.6,"1. Start by prepping the Pork and Paneer. 2. Heat a large pan with some oil and sauté the Mushroom. 3. Add the Carrot and cook until tender. 4. Mix in the remaining ingredients and simmer for 20 minutes. 5. Garnish with fresh herbs and serve warm."
4687,"Gourmet Dhokla #4687",642,"Beans, Chili, Egg, Lemon, Bell Pepper, Rice, Garlic","Indian","Veg",22,21,29,89,5,3.8,"1. Start by prepping the Beans and Chili. 2. Heat a large pan with some oil and sauté the Egg. 3. Add the Lemon and cook until tender. 4. Mix in the remaining ingredients and simmer for 11 minutes. 5. Garnish with fresh herbs and serve warm."
4688,"Healthy Prawn Balchao #4688",237,"Turmeric, Soy Sauce, Mushroom, Ginger, Potato","Indian","Veg",41,20,13,61,7,4.4,"1. Start by prepping the Turmeric and Soy Sauce. 2. Heat a large pan with some oil and sauté the Mushroom. 3. Add the Ginger and cook until tender. 4. Mix in the remaining ingredients and simmer for 20 minutes. 5. Garnish with fresh herbs and serve warm."
4689,"Quick Hyderabadi Biryani #4689",672,"Bell Pepper, Yogurt, Coconut Milk, Lamb, Cheese, Soy Sauce, Butter","Indian","Non-Veg",56,45,26,27,2,4.7,"1. Start by prepping the Bell Pepper and Yogurt. 2. Heat a large pan with some oil and sauté the Coconut Milk. 3. Add the Lamb and cook until tender. 4. Mix in the remaining ingredients and simmer for 28 minutes. 5. Garnish with fresh herbs and serve warm."
4690,"Rustic Vada Pav #4690",894,"Lentils, Pork, Tomato, Garam Masala, Lemon","Indian","Veg",60,23,9,31,9,4.2,"1. Start by prepping the Lentils and Pork. 2. Heat a large pan with some oil and sauté the Tomato. 3. Add the Garam Masala and cook until tender. 4. Mix in the remaining ingredients and simmer for 30 minutes. 5. Garnish with fresh herbs and serve warm."
4691,"Rustic Pav Bhaji #4691",899,"Thyme, Onion, Mushroom, Spinach","Indian","Non-Veg",47,38,22,83,12,4.4,"1. Start by prepping the Thyme and Onion. 2. Heat a large pan with some oil and sauté the Mushroom. 3. Add the Spinach and cook until tender. 4. Mix in the remaining ingredients and simmer for 23 minutes. 5. Garnish with fresh herbs and serve warm."
4692,"Traditional Paneer Butter Masala #4692",567,"Lemon, Thyme, Cumin, Chili, Coconut Milk","Indian","Veg",62,19,17,24,6,4.6,"1. Start by prepping the Lemon and Thyme. 2. Heat a large pan with some oil and sauté the Cumin. 3. Add the Chili and cook until tender. 4. Mix in the remaining ingredients and simmer for 31 minutes. 5. Garnish with fresh herbs and serve warm."
4693,"Classic Pani Puri #4693",242,"Mushroom, Soy Sauce, Oregano, Garam Masala, Tomato","Indian","Non-Veg",53,24,27,48,9,3.5,"1. Start by prepping the Mushroom and Soy Sauce. 2. Heat a large pan with some oil and sauté the Oregano. 3. Add the Garam Masala and cook until tender. 4. Mix in the remaining ingredients and simmer for 26 minutes. 5. Garnish with fresh herbs and serve warm."
4694,"Healthy Chicken Tikka Masala #4694",414,"Butter, Thyme, Spinach, Yogurt, Beef, Cream, Sugar, Turmeric","Indian","Veg",40,18,17,56,10,4.4,"1. Start by prepping the Butter and Thyme. 2. Heat a large pan with some oil and sauté the Spinach. 3. Add the Yogurt and cook until tender. 4. Mix in the remaining ingredients and simmer for 20 minutes. 5. Garnish with fresh herbs and serve warm."
4695,"Classic Samosa Chat #4695",371,"Oregano, Carrot, Tomato, Paneer, Beef","Indian","Veg",66,11,11,52,3,4.3,"1. Start by prepping the Oregano and Carrot. 2. Heat a large pan with some oil and sauté the Tomato. 3. Add the Paneer and cook until tender. 4. Mix in the remaining ingredients and simmer for 33 minutes. 5. Garnish with fresh herbs and serve warm."
